"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"The Jerusalem Plant #4","Jim Dine","1547","(American, born 1935)","(American)","(1935)","(0)","(Male)","1982","Lithograph","Composition (irreg.): 36 3/8 x 26 1/2"" (92.4 x 67.3 cm)
Sheet: 41 3/8 x 27 3/4"" (105.1 x 70.5 cm)","Gift of Celeste Bartos","216.1983","Print","Drawings & Prints",1983-01-18,"Y",64571,"http://www.moma.org/collection/works/64571",NA,NA,NA,NA,92.4,NA,NA,67.3,NA,NA
"AFRICA 6 from the AFRICA SUITE","Robert Motherwell","4126","(American, 1915–1991)","(American)","(1915)","(1991)","(Male)","1970",NA,"composition  31 1/2 x 23 9/16"" (80 x 59.9 cm)","Gift of Marlborough Graphics, Inc.","426.1970.6","Print","Drawings & Prints",1970-10-22,"N",68926,NA,NA,NA,NA,NA,80,NA,NA,59.9,NA,NA
"Prisoners from the Museum in Progress project With an Open Mind - Tolerance and Diversity","Pawel Althamer","30849","(Polish, born 1967)","(Polish)","(1967)","(0)","(Male)","(newspapers published September 4 through August 27, 2002)","Four lithographs, offset printed","sheet (.a): 18 1/2 x 12 3/8"" (47 x 31.5 cm); sheet (.b): 22 7/16 x 15 3/4"" (57 x 40 cm); sheet (.c): 18 1/2 x 12 3/8"" (47 x 31.5 cm); sheet (.d): 22 7/16 x 15 3/4"" (57 x 40 cm)","Linda Barth Goldstein Fund","514.2006.362a-d","Print","Drawings & Prints",2006-06-01,"N",103447,NA,NA,NA,NA,NA,47,NA,NA,31.5,NA,NA
"Tipovye proekty i konstruktsii zhilishchnogo stroitel'stva, rekommenduemye na 1930 g[od] (Model Projects and Housing Designs Recommended for 1930)","N. Nekrasov","13325",NA,"()","(0)","(0)","()","1929","Book with letterpress illustrations","page (each): 13 3/4 x 10 1/4"" (35 x 26 cm)","Gift of The Judith Rothschild Foundation","229.2001","Illustrated Book","Drawings & Prints",2001-01-24,"Y",13995,"http://www.moma.org/collection/works/13995",NA,NA,NA,NA,35,NA,NA,26,NA,NA
"B 52 Lipstick Bomber","Wolf Vostell","6191","(German, 1932–1998)","(German)","(1932)","(1998)","(Male)","1968","Multiple of screenprint with lipstick additions","Frame: 39 5/16 × 50 1/4 × 4 7/8"" (99.9 × 127.7 × 12.4 cm)","The Sue and Edgar Wachenheim III Endowment","609.2016","Multiple","Drawings & Prints",2016-06-08,"Y",204721,"http://www.moma.org/collection/works/204721","http://www.moma.org/media/W1siZiIsIjM4MDUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91bcd4d235e220c2",NA,12.4,NA,99.9,NA,NA,127.7,NA,NA
"Lena on the Bally Box, Essex Junction, Vermont","Susan Meiselas","45094","(American, born 1948)","(American)","(1948)","(0)","(Female)","1973","Gelatin silver print","7 11/16 × 11 3/4"" (19.5 × 29.9 cm)","Acquired through the generosity of Anne Ehrenkranz in honor of Gayle Greenhill","161.2014","Photograph","Photography",2014-02-20,"Y",177654,"http://www.moma.org/collection/works/177654","http://www.moma.org/media/W1siZiIsIjI5MTA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8fa62b7a3080808",NA,NA,NA,19.5,NA,NA,29.9,NA,NA
"Headpiece (page 127) from La 628-E8","Pierre Bonnard","665","(French, 1867–1947)","(French)","(1867)","(1947)","(Male)","1908","One from an illustrated book with 104 line block reproductions after drawings (including front cover)","composition (irreg.): 2 13/16 × 5 7/8"" (7.2 × 15 cm); page (each): 9 7/16 × 7 9/16"" (24 × 19.2 cm)","The Louis E. Stern Collection","686.1964.33","Illustrated Book","Drawings & Prints",1964-10-06,"Y",155468,"http://www.moma.org/collection/works/155468",NA,NA,NA,NA,7.2,NA,NA,15,NA,NA
"Dirt Road - Tropical Institute","Luc Tuymans","7520","(Belgian, born 1958)","(Belgian)","(1958)","(0)","(Male)","2003","Gouache on paper","8 1/8 x 10 5/8"" (20.6 x 27 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift","3304.2005","Drawing","Drawings & Prints",2005-05-10,"Y",97610,"http://www.moma.org/collection/works/97610","http://www.moma.org/media/W1siZiIsIjExNDMxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2347ade6b1755f2b",NA,NA,NA,20.6375,NA,NA,26.9876,NA,NA
"The Dwelling of Our Time, German Building Exhibition, Berlin, Germany, Interior-finishing-materials exhibits (Frontal and lateral elevations, plan, and sections. Shelves for textiles. Wertheim stall.)","Lilly Reich","8059","(German, 1885–1947)","(German)","(1885)","(1947)","(Female)","1931","Pencil on tracing paper","19 3/8 x 18 7/8"" (49.2 x 47.9 cm)","Lilly Reich Collection, Mies van der Rohe Archive","R9.22","Mies van der Rohe Archive","Architecture & Design",NA,"N",143660,NA,NA,NA,NA,NA,49.2125984252,NA,NA,47.9425958852,NA,NA
"No Rain, Idle in Town during the Great Drought, Sallisaw, Oklahoma","Dorothea Lange","3373","(American, 1895–1965)","(American)","(1895)","(1965)","(Female)","August 1936","Gelatin silver print","10 3/4 × 10 15/16"" (27.3 × 27.8 cm)","Purchase","634.1995","Photograph","Photography",1995-06-15,"Y",55714,"http://www.moma.org/collection/works/55714","http://www.moma.org/media/W1siZiIsIjIxOTEwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=15843502cd7c9889",NA,NA,NA,27.3,NA,NA,27.8,NA,NA
"""JESUS WILL BE IN ANGUISH UNTIL THE END OF THE WORLD...,"" plate XXXV (folio 112) from MISERERE","Georges Rouault","5053","(French, 1871–1958)","(French)","(1871)","(1958)","(Male)","(Print executed 1926)","Lift ground aquatint, soft ground etching, and drypoint with roulette over photogravure, printed in black","plate  22 15/16 x 16 1/4"" (58.3 x 41.3 cm)","The Louis E. Stern Collection","1047.1964.35","Illustrated Book","Drawings & Prints",1964-10-06,"N",30649,NA,NA,NA,NA,NA,58.3,NA,NA,41.3,NA,NA
"Fulfillment (Erfüllung) (plate, preceding p. 257) from the periodical Das Kunstblatt, vol. 1, no. 9 (Sep 1917)","Stanislaus Stückgold","5705","(Polish, 1880–1933)","(Polish)","(1880)","(1933)","(Male)","1917","Lithograph","composition (irreg.): 7 11/16 x 5 1/2"" (19.5 x 14 cm); page: 11 1/4 x 8 9/16"" (28.6 x 21.8 cm)","Transferred from the Museum Library","686.1949","Print","Drawings & Prints",1949-09-29,"Y",73140,"http://www.moma.org/collection/works/73140","http://www.moma.org/media/W1siZiIsIjEyMTkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b46cfd2fbc4ed7b3",NA,NA,NA,19.5,NA,NA,14,NA,NA
"American System-Built Houses for The Richards Company project (Exterior perspective of model J401)","Frank Lloyd Wright","6459","(American, 1867–1959)","(American)","(1867)","(1959)","(Male)","1915–1917","Lithograph","11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund","155.1993.19","Architecture","Architecture & Design",1993-05-04,"Y",163801,"http://www.moma.org/collection/works/163801","http://www.moma.org/media/W1siZiIsIjI2Mzc4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37ee7f87e7d88cb0",NA,0,NA,27.9400558801,NA,NA,21.5900431801,NA,NA
"Tower","Richard Artschwager","19","(American, 1923–2013)","(American)","(1923)","(2013)","(Male)","1964","Painted formica and wood","6' 6"" x 24 1/8"" x 39"" (198.1 x 61.1 x 99 cm)","Gift of Philip Johnson","671.1971","Sculpture","Painting & Sculpture",1971-12-07,"Y",81770,"http://www.moma.org/collection/works/81770","http://www.moma.org/media/W1siZiIsIjc2MjA3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5233d4832d87c663",NA,99,NA,198.1,NA,"80.2867",61.1,NA,NA
"Poster for Fluxmanifesto on Fluxamusement, Fluxshop and Fluxorchestra",NA,NA,NA,NA,NA,NA,NA,"1965","Offset lithograph","sheet: 20 7/8 x 6 5/8"" (53 x 16.8 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","3012.2008.x1-x17","Print","Drawings & Prints",2008-10-08,"N",137062,NA,NA,NA,NA,NA,53,NA,NA,16.8,NA,NA
"Piet Zwart stationery postcard","Piet Zwart","6592","(Dutch, 1885–1977)","(Dutch)","(1885)","(1977)","(Male)","1928","Letterpress","4 3/16 × 5 7/8"" (10.6 × 14.9 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds","1537.2015.3","Design","Architecture & Design",2015-10-19,"Y",203304,"http://www.moma.org/collection/works/203304",NA,NA,NA,NA,10.6362712725,NA,NA,14.9225298451,NA,NA
"Chicago Train Station","Walker Evans","1777","(American, 1903–1975)","(American)","(1903)","(1975)","(Male)","1946","Gelatin silver print","10 3/8 × 7 15/16"" (26.3 × 20.2 cm)",NA,"432.2015","Photograph","Photography",2015-05-28,"Y",187360,"http://www.moma.org/collection/works/187360","http://www.moma.org/media/W1siZiIsIjMyNDI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fba81fad91e63afe",NA,NA,NA,26.3,NA,NA,20.2,NA,NA
"Headpiece (page 21) from POÈMES","Maurice Denis","1492","(French, 1870–1943)","(French)","(1870)","(1943)","(Male)","1936-1942","Lithograph, printed in color","irreg. composition  1 15/16 x 7 1/4"" (5 x 18.4 cm)","The Louis E. Stern Collection","781.1964.13","Illustrated Book","Drawings & Prints",1964-10-06,"N",23979,NA,NA,NA,NA,NA,5,NA,NA,18.4,NA,NA
"(Untitled)","Don Donaghy","1583","(American, 1936–2008)","(American)","(1936)","(2008)","(Male)","1950-1965","Gelatin silver print","4 11/16 × 7"" (11.9 × 17.8 cm)","Purchase","838.1965","Photograph","Photography",1965-11-09,"N",56670,NA,NA,NA,NA,NA,11.9,NA,NA,17.8,NA,NA
"The Russian Imperial Family on a Summer Stroll","Tzarskoe Selo C.E. de Hahn & Co.","8647",NA,"()","(0)","(0)","()","1906-08","Gelatin silver print","4 1/16 × 5 3/4"" (10.3 × 14.7 cm)","The New York Times Collection","1986.2001","Photograph","Photography",2001-06-14,"Y",58579,"http://www.moma.org/collection/works/58579","http://www.moma.org/media/W1siZiIsIjIzNjc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd28bfba2eba07cb",NA,NA,NA,10.3,NA,NA,14.7,NA,NA
"Liquidity Inc.","Hito Steyerl","43752","(German, born 1966)","(German)","(1966)","(0)","(Female)","2014","Video (color, sound; 30 min.) and architectural environment","Dimensions variable","Gift of the artist","1352.2016","Video","Media and Performance",2016-12-15,"Y",216220,"http://www.moma.org/collection/works/216220","http://www.moma.org/media/W1siZiIsIjQyMTM4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c2c3dad8c347817",NA,NA,NA,NA,NA,NA,NA,NA,NA
"I am number one","Henning Christiansen","36942","(Danish, 1932–2008)","(Danish)","(1932)","(2008)","(Male)","1965","CD",NA,"The Gilbert and Lila Silverman Fluxus Collection Gift","FC5097.3","Audio","Drawings & Prints",NA,"N",223814,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
"Scores from Fluxus 1","Benjamin Patterson","4520","(American, 1934–2016)","(American)","(1934)","(2016)","(Male)","1962, assembled 1964","Double-sided offset","book: 7 9/16 x 8 1/4 x 1 3/16"" (19.2 x 21 x 3 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","2986.2008.32","Illustrated Book","Drawings & Prints",2008-10-08,"N",168622,NA,NA,NA,3,NA,19.2,NA,NA,21,NA,NA
"Double page in-text plate (folios 25 verso and 26) from HERACLITUS","Étienne Hajdu","2456","(French, born Romania. 1907–1996)","(French)","(1907)","(1996)","(Male)","1965",NA,"irreg. composition  15 11/16 x 25 1/4"" (39.9 x 64.2 cm)","Monroe Wheeler Fund","826.1965.12","Illustrated Book","Drawings & Prints",1965-11-09,"N",25850,NA,NA,NA,NA,NA,39.9,NA,NA,64.2,NA,NA
"Dear Data: Week 49 (Data / A Week of the Word Data)","Giorgia Lupi, Stefanie Posavec","67122, 39150","(Italian, born 1981) (American, born 1981)","(Italian) (American)","(1981) (1981)","(0) (0)","(Female) (Female)","2015",".a: Ink and marker on paper
.b: Ink, colored pencil, and marker on paper",".a (Giorgia to Stefanie): 5 1/2 × 8 1/2"" (14 × 21.6 cm)
.b (Stefanie to Giorgia): 5 7/8 × 8 1/4"" (14.9 × 21 cm)","Committee on Architecture and Design Funds","962.2016.49a-b","Design","Architecture & Design",2016-10-17,"Y",216774,"http://www.moma.org/collection/works/216774","http://www.moma.org/media/W1siZiIsIjQwNDgwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c5c119ab9caff65",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Untitled (Baboon on Sled) from The Conditional Probability Machine","Eduardo Paolozzi","4488","(British, 1924–2005)","(British)","(1924)","(2005)","(Male)","1970","One from an illustrated book with twenty-five photogravures","plate: 6 x 5 5/8"" (15.3 x 14.3 cm); page: 22 13/16 x 15 9/16"" (58 x 39.5 cm)","Donald H. Karshan Fund","361.1971.13","Illustrated Book","Drawings & Prints",1971-03-30,"Y",16256,"http://www.moma.org/collection/works/16256","http://www.moma.org/media/W1siZiIsIjE5MDE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46693ff19cc378f9",NA,NA,NA,15.3,NA,NA,14.3,NA,NA
"Spiraling Eyes","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","2000","Drypoint","plate: 5 13/16 x 4 15/16"" (14.7 x 12.5 cm); sheet: 11 x 10 7/8"" (28 x 27.7 cm)","Gift of the artist and Harlan & Weaver, Inc.","1456.2001","Print","Drawings & Prints",2001-05-24,"Y",76857,"http://www.moma.org/collection/works/76857","http://www.moma.org/media/W1siZiIsIjE2MjcxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f6a837f9736ae8d8",NA,NA,NA,14.7,NA,NA,12.5,NA,NA
"Asian Games Village, New Delhi, India (Perspective)","Raj Rewal","69904","(Indian, born 1934)","(Indian)","(1934)","(0)","(Male)","1980–1982","drawing on tracing paper","35 7/16 × 49 5/8"" (90 × 126 cm)","Committee on Architecture and Design Funds","68.2018.2","Architecture","Architecture & Design",2018-02-12,"N",274541,NA,NA,NA,NA,NA,90,NA,NA,126,NA,NA
"Altolar Building, Caracas, Venezuela,","Jimmy Alcock","44922","(Venezuelan, born 1932)","(Venezuelan)","(1932)","(0)","(Male)","1966","Pencil and ink on paper","27 1/2 x 39 1/4"" (69.9 x 99.7 cm)","Gift of the architect","653.2014.1","Architecture","Architecture & Design",2014-10-06,"Y",176731,"http://www.moma.org/collection/works/176731",NA,NA,0,NA,69.8501397003,NA,NA,99.6951993904,NA,NA
"Pictorial initial A (page 27) from REVENAR","Max Jiménez","2915","(Costa Rican, 1908–1949)","(Costa Rican)","(1908)","(1949)","(Male)","1936","Wood engraving, printed in black","composition  3 15/16 x 1 15/16"" (10.1 x 4.9 cm)","Given anonymously","2212.1967.9","Illustrated Book","Drawings & Prints",1967-10-18,"N",32522,NA,NA,NA,NA,NA,10.1,NA,NA,4.9,NA,NA
"from HOMENAJE A VALLEJO","Fernando Szyszlo","5766","(Peruvian, born 1925)","(Peruvian)","(1925)","(0)","(Male)","1950",NA,"Sheet 19 3/4 x 16 1/2"" (50.1 x 42.0 cm)","Inter-American Fund","311.1952.2","Print","Drawings & Prints",1952-11-07,"N",93149,NA,NA,NA,NA,NA,50.1,NA,NA,42,NA,NA
"Wrapper front from LETTRES","Henri Matisse","3832","(French, 1869–1954)","(French)","(1869)","(1954)","(Male)","1945-1946",NA,"irreg. composition  10 5/16 x 7 13/16"" (26.2 x 19.9 cm)","The Louis E. Stern Collection","936.1964.79","Illustrated Book","Drawings & Prints",1964-10-06,"N",28884,NA,NA,NA,NA,NA,26.2,NA,NA,19.9,NA,NA
"Untitled from Cuban Sketch Book","Jules Pascin","4514","(American, born Bulgaria. 1885–1930)","(American)","(1885)","(1930)","(Male)","(Cuba, c. 1914-20)","Ink, watercolor, and charcoal on paper","4 3/8 x 4 3/4"" (11.1 x 12.1 cm)","Gift of Abby Aldrich Rockefeller","125.1935.164","Drawing","Drawings & Prints",1935-02-27,"Y",34322,"http://www.moma.org/collection/works/34322",NA,NA,NA,NA,11.1,NA,NA,12.1,NA,NA
"Pasiphae","André Masson","3821","(French, 1896–1987)","(French)","(1896)","(1987)","(Male)","1942","Oil and sand on canvas","19 7/8 x 25 1/8"" (50.5 x 63.8 cm)","Gift of George and Joyce Wein and Emily Fisher Laudau Fund","1258.1999","Painting","Painting & Sculpture",1999-12-06,"Y",80626,"http://www.moma.org/collection/works/80626","http://www.moma.org/media/W1siZiIsIjE2MDUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=243df926d8a5aab2",NA,NA,NA,50.5,NA,NA,63.8,NA,NA
"Theodoric's Tomb, Ravenna from 9 Prints","Carol Summers","5729","(American, born 1925)","(American)","(1925)","(0)","(Male)","1967","Woodcut with chine collé from a portfolio of six woodcuts (one with chine collé, one with stencil additions, one with monotype, stencil, and fish print additions), two lithographs (one with stencil additions), and one stencil","composition (irreg.): 28 3/4 × 21"" (73.1 × 53.4 cm); sheet: 29 1/2 × 21"" (74.9 × 53.4 cm)","John B. Turner Fund","517.1967.7","Print","Drawings & Prints",1967-06-06,"Y",70390,"http://www.moma.org/collection/works/70390",NA,NA,NA,NA,73.1,NA,NA,53.4,NA,NA
"THE WELL-SHOD MAN","Gaetano Pompa","4678","(Italian)","(Italian)","(0)","(0)","(Male)","1963","Etching, printed in black","Plate 9 5/8 x 5 13/16"" (24.5 x 14.7 cm) Sheet  19 11/16 x 13 9/16"" (50.0 x 34.5 cm)","Law Foundation Fund","207.1965","Print","Drawings & Prints",1965-04-06,"N",64392,NA,NA,NA,NA,NA,24.5,NA,NA,14.7,NA,NA
"Untitled from Man","Liliana Porter","4703","(Argentine, born 1941)","(American)","(1941)","(0)","(Female)","1967","One from a portfolio of ten etchings","plate: 7 1/16 x 7 1/16"" (18 x 18 cm); sheet: 16 1/16 x 13 9/16"" (40.8 x 34.4 cm)","Latin American and Caribbean Fund","128.2012.3","Print","Drawings & Prints",2012-02-07,"Y",157884,"http://www.moma.org/collection/works/157884","http://www.moma.org/media/W1siZiIsIjI0NjI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aec68cd695d84f59",NA,NA,NA,18,NA,NA,18,NA,NA
"Wunde Punkte","Günter Brus","833","(Austrian, born 1938)","(Austrian)","(1938)","(0)","(Male)","(1983)","Mixed media on paper","49 5/8 x 33 1/2"" (126 x 84.5 cm)","Gift of Jo Carole and Ronald S. Lauder","660.1987","Drawing","Drawings & Prints",1987-09-17,"Y",37751,"http://www.moma.org/collection/works/37751","http://www.moma.org/media/W1siZiIsIjE4MjcyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7204797b51868a95",NA,NA,NA,126,NA,NA,85.1,NA,NA
"Untitled","Robert Gober","2199","(American, born 1954)","(American)","(1954)","(0)","(Male)","2000–01","Intaglio print, hand-folded with hand-torn edges, in artist's frame","sheet (irreg.): 1 7/8 × 3"" (4.8 × 7.6 cm)","Gift of Graciela and Neal Meltzer in honor of the artist","1653.2015","Print","Drawings & Prints",2015-10-27,"Y",197020,"http://www.moma.org/collection/works/197020","http://www.moma.org/media/W1siZiIsIjM0MDM5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d94c89a1f05cd5f4",NA,0,NA,4.762509525,NA,NA,7.62001524,NA,NA
"""New York""","Antonio Mendoza","3926","(American, born Cuba. 1941)","(American)","(1941)","(0)","(Male)","February 17, 1982","Gelatin silver print","sheet  14 × 10 7/8"" (35.5 × 27.6 cm)","Acquired through the generosity of the Joel W. Solomon Estate","476.1984.51","Photograph","Photography",1984-12-05,"Y",54066,"http://www.moma.org/collection/works/54066","http://www.moma.org/media/W1siZiIsIjE3MDg4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3318774d23a1807b",NA,NA,NA,35.5,NA,NA,27.6,NA,NA
"Art & Project Bulletin #142","Jan Commandeur","40911",NA,"()","(0)","(0)","()","1985","One from a set of 156 offset printed bulletins, exhibition copy","sheet (each): 11 5/8 x 16 9/16"" (29.6 x 42 cm)","Art & Project/Depot VBVR Gift","1099.2007.140","Print","Drawings & Prints",2007-11-12,"N",122637,NA,NA,NA,NA,NA,29.6,NA,NA,42,NA,NA
"Untitled","Bill Brandt","740","(British, born Germany. 1904–1983)","(British)","(1904)","(1983)","(Male)","1959","Gelatin silver print","13 5/8 × 11 3/4"" (34.6 × 29.8 cm)","Gift of the artist","185.1962","Photograph","Photography",1962-05-08,"N",47957,NA,NA,NA,NA,NA,34.6,NA,NA,29.8,NA,NA
"Untitled. (tree branches, person in boat)","Alexander Slussarev","7820","(Russian, born 1944)","(Russian)","(1944)","(0)","(Male)","1982","Gelatin silver print","11 3/4 × 11 3/4"" (29.9 × 29.8 cm)","E.T. Harmax Foundation Fund","182.1998","Photograph","Photography",1998-03-12,"N",47916,NA,NA,NA,NA,NA,29.9,NA,NA,29.8,NA,NA
"Shop Between 10 and 4, the Quiet Hours","E. McKnight Kauffer","3020","(American, 1890–1954)","(American)","(1890)","(1954)","(Male)","1930","Lithograph","40 1/2 x 24 3/4"" (102.9 x 62.9 cm)","Gift of the designer","396.1939","Design","Architecture & Design",1939-05-22,"Y",6838,"http://www.moma.org/collection/works/6838","http://www.moma.org/media/W1siZiIsIjIxMTI0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fe0eb18c6fe209d",NA,NA,NA,102.9,NA,NA,62.9,NA,NA
"In-text plate (page 73) from Parler seul (Speaking Alone)","Joan Miró","4016","(Spanish, 1893–1983)","(Spanish)","(1893)","(1983)","(Male)","1948–50, published 1950","Lithograph from an illustrated book with seventy-two lithographs (including variants on folder and slipcase) and one lithographed collage (wrapper front)","composition (irreg.): 10 9/16 × 8 1/4"" (26.8 × 20.9 cm); page: 14 15/16 × 11 1/4"" (38 × 28.6 cm)","The Louis E. Stern Collection","939.1964.43","Illustrated Book","Drawings & Prints",1964-10-06,"Y",28961,"http://www.moma.org/collection/works/28961","http://www.moma.org/media/W1siZiIsIjQ0NDAwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec22b25da59f040a",NA,NA,NA,26.8,NA,NA,20.9,NA,NA
"Untitled, no. 16 of 24, from the portfolio, Hours of the Day","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","2006","Digital print","composition: 13 7/8 x 23 15/16"" (35.3 x 60.8 cm); sheet: 17 1/2 x 26 15/16"" (44.5 x 68.5 cm)","Gift of the artist","1351.2009.17","Print","Drawings & Prints",NA,"Y",153308,"http://www.moma.org/collection/works/153308","http://www.moma.org/media/W1siZiIsIjI0MjY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69577856a1c21920",NA,NA,NA,35.3,NA,NA,60.8,NA,NA
"Mother and Child","Clarence H. White","6338","(American, 1871–1925)","(American)","(1871)","(1925)","(Male)","1919","Platinum print","9 1/2 × 7"" (24.2 × 17.8 cm)","Gift of Mrs. Willard Helburn","91.1974","Photograph","Photography",1974-01-29,"Y",46076,"http://www.moma.org/collection/works/46076","http://www.moma.org/media/W1siZiIsIjE5MzM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=659e535ec2c3f314",NA,NA,NA,24.2,NA,NA,17.8,NA,NA
"Orlando's Dance","Candice Lenney","3483","(American, born 1949)","(American)","(1949)","(0)","(Female)","December 1977","Gelatin silver print","11 3/4 × 18 1/16"" (29.8 × 45.8 cm)","The Family of Man Fund","1018.1979","Photograph","Photography",1979-10-11,"Y",57537,"http://www.moma.org/collection/works/57537","http://www.moma.org/media/W1siZiIsIjI1MjYxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c3c09c967fe9d96",NA,NA,NA,29.8,NA,NA,45.8,NA,NA
"Plate (page 15) from Chetyre Fonesticheskikh Romana (Four Phonetic Novels)","Maria Siniakova","12074","(Russian, 1898–1989)","(Russian)","(1898)","(1989)","(Female)","1927","Lithograph from an illustrated book with six lithographs and two woodcut covers","composition (irreg.): 8 9/16 × 6 1/16"" (21.8 × 15.4 cm); page: 9 15/16 × 6 1/8"" (25.2 × 15.5 cm)","Abby Aldrich Rockefeller Fund","207.1977.3","Illustrated Book","Drawings & Prints",1977-05-03,"Y",13593,"http://www.moma.org/collection/works/13593",NA,NA,NA,NA,21.8,NA,NA,15.4,NA,NA
"Untitled from Man","Liliana Porter","4703","(Argentine, born 1941)","(American)","(1941)","(0)","(Female)","1967","One from a portfolio of ten etchings","plate: 7 1/16 x 7 5/16"" (18 x 18.5 cm); sheet: 16 x 13 1/2"" (40.6 x 34.3 cm)","Latin American and Caribbean Fund","128.2012.6","Print","Drawings & Prints",2012-02-07,"Y",157887,"http://www.moma.org/collection/works/157887","http://www.moma.org/media/W1siZiIsIjI0NjI4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=824e6592e94bf926",NA,NA,NA,18,NA,NA,18.5,NA,NA
"Berryessa Valley, Napa County, California","Dorothea Lange","3373","(American, 1895–1965)","(American)","(1895)","(1965)","(Female)","1956","Gelatin silver print, printed 1965","11 1/8 × 11 1/2"" (28.2 × 29.2 cm)","Purchase","512.1995","Photograph","Photography",1995-06-15,"Y",54578,"http://www.moma.org/collection/works/54578","http://www.moma.org/media/W1siZiIsIjI1ODcwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=171b7bb1c9d58008",NA,NA,NA,28.2,NA,NA,29.2,NA,NA
