id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
3881,36,Orlando,Baby,15,Veina,25,9,995.98,436.47,9,27.66611111,110.6644444,699
3882,471,Seattle,Clothes,50,Bo,154,48,1943.14,786.87,1,4.125562633,40.48208333,545
3883,29,Seattle,Baby,10,Veina,17,2,633.14,324.15,22,21.83241379,316.57,649
3884,352,SanDiego,Shoes,57,Medeia,157,52,1823.5,858.05,1,5.180397727,35.06730769,731
3885,145,Seattle,Frozenfood,36,Bo,91,16,1318.58,639.46,16,9.093655172,82.41125,755
3886,289,Boston,Clothes,51,Bo,105,18,1849.14,960.64,1,6.398408304,102.73,888
3887,59,ColoradoSprings,Beverages,26,Bo,35,13,887.88,686.35,3,15.04881356,68.29846154,768
3888,204,Boston,Shoes,40,Nilima,81,25,1523.11,791.55,3,7.46622549,60.9244,718
3889,54,Columbus,Beverages,25,Bo,39,14,1091.27,467.63,2,20.2087037,77.94785714,482
3890,130,Seattle,Alcohol,33,Bo,66,14,1146.44,444.14,1,8.818769231,81.88857143,478
3892,188,Seattle,Shoes,38,Bo,70,11,1672.02,727.65,4,8.893723404,152.0018182,559
3893,38,ColoradoSprings,Shoes,14,Kellest,16,13,712.23,372.58,8,18.74289474,54.78692308,782
3894,167,Boston,Baby,41,Veina,70,25,1369.03,581.73,2,8.197784431,54.7612,639
3896,233,SanDiego,Bakery,41,Bo,93,47,1460.82,549.02,2,6.269613734,31.0812766,543
3897,150,Boston,Frozenfood,25,Bo,61,10,1371.34,598.94,4,9.142266667,137.134,544
3898,68,Seattle,Alcohol,27,Nilima,49,7,1133.72,846.6,7,16.67235294,161.96,1070
3899,89,Seattle,Frozenfood,33,Bo,57,20,1085.55,620.75,2,12.19719101,54.2775,774
3900,113,Boston,Alcohol,34,Bo,49,15,1250.72,595.37,5,11.06831858,83.38133333,629
3901,213,Boston,Alcohol,47,Bo,119,12,1530.93,848.34,1,7.187464789,127.5775,699
3902,78,SanDiego,Frozenfood,23,Veina,42,16,1264.49,530.07,4,16.21141026,79.030625,672
3903,122,Honolulu,Baby,41,Bo,59,23,1112.62,166.07,12,9.119836066,48.37478261,304
3904,179,ColoradoSprings,Packagedfood,37,Bo,68,37,1286.95,553.03,5,7.189664804,34.78243243,752
3905,112,ColoradoSprings,Frozenfood,35,Bo,56,26,1091.04,482.07,1,9.741428571,41.96307692,748
3906,398,Columbus,Shoes,56,Nilima,163,31,1738.52,845.05,5,4.368140704,56.08129032,590
3907,369,Orlando,Freshfood,50,Veina,124,11,1778.26,787.99,7,4.819132791,161.66,660
3908,632,Seattle,Shoes,61,Bo,224,38,2477.52,1190.11,1,3.920126582,65.19789474,538
3909,54,Denver,Packagedfood,21,Bo,21,12,924.19,222.94,8,17.11462963,77.01583333,434
3910,210,Orlando,Frozenfood,46,Bo,130,19,1671.7,312.61,3,7.96047619,87.98421053,250
3911,190,Jersey,Alcohol,43,Bo,96,19,1399.36,678.83,20,7.365052632,73.65052632,759
3912,236,Honolulu,Beverages,38,Bo,107,26,1375.85,602.17,2,5.829872881,52.91730769,526
3913,33,Columbus,Packagedfood,11,Nilima,15,14,798.11,295.11,1,24.18515152,57.00785714,388
3914,137,Boston,Packagedfood,32,Bo,77,21,1283.84,657.48,5,9.371094891,61.1352381,814
3915,122,Seattle,Shoes,30,Bo,51,20,1103.19,556.43,5,9.042540984,55.1595,532
3917,342,Columbus,Alcohol,46,Medeia,103,28,1892.54,748.3,2,5.53374269,67.59071429,723
3918,192,Seattle,Alcohol,50,Bo,112,21,1366.15,398.41,4,7.115364583,65.0547619,421
3919,495,Jersey,Beverages,49,Bo,143,22,2043.42,897.73,5,4.128121212,92.88272727,762
3920,20,ColoradoSprings,Baby,10,Veina,19,4,527.34,417.86,1,26.367,131.835,665
3921,196,Seattle,Shoes,48,Bo,91,9,1488.01,694.34,5,7.591887755,165.3344444,722
3923,114,Boston,Clothes,30,Bo,52,8,1065.11,464.41,2,9.343070175,133.13875,824
3924,214,ColoradoSprings,Shoes,36,Bo,68,13,1429.92,647.82,2,6.681869159,109.9938462,551
3925,254,Boston,Shoes,38,Bo,100,32,1531.08,667.87,4,6.027874016,47.84625,477
3926,428,Seattle,Shoes,52,Bo,152,40,1848.51,796.11,4,4.318948598,46.21275,722
3927,95,Columbus,Packagedfood,30,Bo,60,13,1178.12,647.85,2,12.40126316,90.62461538,753
3928,123,ColoradoSprings,Beverages,39,Bo,74,20,1114.96,475.32,2,9.064715447,55.748,611
3929,21,Denver,Baby,15,Bo,17,3,786.79,289.09,16,37.46619048,262.2633333,363
3930,210,Orlando,Freshfood,48,Bo,104,23,1464.27,609.64,6,6.972714286,63.66391304,569
3931,372,Honolulu,Shoes,51,Bo,131,52,1539.79,795.1,2,4.13922043,29.61134615,798
3932,262,Seattle,Packagedfood,51,Bo,125,41,1768.25,704.08,1,6.749045802,43.12804878,662
3933,565,Seattle,Shoes,56,Bo,161,54,2017.14,916.89,1,3.570159292,37.35444444,786
3934,221,Boston,Shoes,48,Bo,106,33,1558.06,745.71,2,7.050045249,47.21393939,769
3935,113,Orlando,Baby,36,Nilima,49,34,1087.7,485.46,1,9.625663717,31.99117647,786
3936,69,Jersey,Alcohol,26,Medeia,54,11,1160.26,488.54,26,16.81536232,105.4781818,441
3937,362,SanDiego,Alcohol,52,Tanvi,141,27,1676,700.69,1,4.629834254,62.07407407,663
3938,142,ColoradoSprings,Freshfood,34,Bo,71,23,1325.23,655.35,1,9.332605634,57.61869565,813
3939,378,Boston,Pets,57,Bo,135,11,1711.54,769.45,2,4.527883598,155.5945455,689
3940,133,SanDiego,Baby,39,Bo,74,14,1195.93,402.44,2,8.991954887,85.42357143,551
3941,59,Boston,Alcohol,25,Medeia,45,4,1044.44,440.01,1,17.70237288,261.11,798
3942,86,ColoradoSprings,Bakery,28,Veina,60,16,1121.55,508.75,7,13.04127907,70.096875,690
3943,1,Orlando,Baby,1,Nilima,1,1,241.82,161.21,45,241.82,241.82,495
3944,925,Seattle,Shoes,64,Bo,257,54,2559.18,1019.34,1,2.766681081,47.39222222,644
3945,104,Denver,Shoes,27,Bo,45,15,1049.04,538.87,7,10.08692308,69.936,627
3946,83,Columbus,Shoes,14,Nilima,32,22,1071.62,395.94,2,12.91108434,48.71,513
3947,167,Seattle,Alcohol,41,Nilima,86,18,1375.78,604.86,3,8.238203593,76.43222222,603
3948,69,Columbus,Shoes,27,Nilima,36,5,988.96,620.2,12,14.33275362,197.792,592
3949,569,Seattle,Frozenfood,56,Bo,216,41,2116.47,854.39,2,3.719630931,51.62121951,713
3950,108,Denver,Alcohol,38,Bo,73,9,1194.81,698.75,1,11.06305556,132.7566667,679
3951,395,Seattle,Shoes,51,Nilima,190,44,1957.1,1009.94,1,4.954683544,44.47954545,849
3952,314,Seattle,Alcohol,53,Bo,135,33,1758.83,998.27,1,5.601369427,53.29787879,951
3954,211,Seattle,Shoes,45,Nilima,108,25,1484.96,865.69,1,7.037725118,59.3984,835
3955,195,ColoradoSprings,Alcohol,45,Bo,94,19,1260.51,500.27,3,6.464153846,66.34263158,881
3956,153,Seattle,Frozenfood,36,Bo,82,50,1332.36,538.3,1,8.708235294,26.6472,470
3957,282,Boston,Shoes,48,Nilima,120,26,1771.53,777.17,3,6.282021277,68.13576923,558
3958,268,Jersey,Alcohol,46,Katram,132,23,1555.62,794.18,6,5.804552239,67.63565217,954
3959,246,Columbus,Shoes,45,Bo,141,43,1494.17,505.3,2,6.073861789,34.74813953,315
3960,51,Seattle,Bakery,29,Bo,37,4,1031.94,493.15,30,20.23411765,257.985,754
3961,304,Seattle,Alcohol,44,Bo,143,30,1626.26,516.35,5,5.349539474,54.20866667,528
3962,271,ColoradoSprings,Alcohol,38,Nilima,103,25,1544.19,425.47,8,5.698118081,61.7676,294
3963,204,Seattle,Baby,49,Nilima,103,24,1498.09,663.41,6,7.343578431,62.42041667,644
3964,276,Boston,Alcohol,40,Bo,108,59,1460.87,575.77,6,5.293007246,24.76050847,571
3965,184,Honolulu,Packagedfood,38,Bo,96,25,1325.37,544.6,5,7.203097826,53.0148,735
3966,420,Seattle,Frozenfood,53,Bo,120,26,1809.24,650.42,2,4.307714286,69.58615385,596
3967,708,Seattle,Alcohol,59,Bo,214,22,2177.36,917.06,4,3.075367232,98.97090909,595
3968,141,Honolulu,Frozenfood,34,Bo,84,17,1321.96,572.53,5,9.375602837,77.76235294,614
3969,69,Columbus,Packagedfood,27,Bo,44,19,956.58,417.67,1,13.86347826,50.34631579,562
3970,23,Boston,Alcohol,12,Veina,18,7,710.34,218.7,3,30.88434783,101.4771429,386
3972,111,Columbus,Packagedfood,36,Bo,76,21,1174.44,472.88,1,10.58054054,55.92571429,777
3973,101,Seattle,Packagedfood,29,Bo,42,11,1150.2,585.03,9,11.38811881,104.5636364,777
3974,81,Orlando,Alcohol,35,Bo,50,6,1008.39,621.05,10,12.44925926,168.065,799
3976,116,Boston,Shoes,31,Bo,67,17,1108.18,528.64,6,9.553275862,65.18705882,553
3977,129,Seattle,Alcohol,32,Bo,62,13,1259.56,526.03,6,9.764031008,96.88923077,468
3978,137,Jersey,Shoes,38,Medeia,76,13,1294.47,337.69,3,9.448686131,99.57461538,635
3979,277,ColoradoSprings,Bakery,51,Bo,137,29,1660.45,491.59,2,5.994404332,57.25689655,465
3982,217,Denver,Frozenfood,44,Bo,116,13,1655.45,711.9,1,7.628801843,127.3423077,826
3983,194,Boston,Beverages,32,Veina,47,25,1229.93,630.81,5,6.339845361,49.1972,765
3984,262,Columbus,Alcohol,40,Bo,96,28,1960.91,645.78,2,7.484389313,70.0325,368
3985,814,Boston,Alcohol,61,Bo,254,44,2285.04,1132.82,3,2.807174447,51.93272727,460
3986,457,Jersey,Pets,57,Bo,142,38,1891.52,887.84,2,4.138993435,49.77684211,657
3987,161,Columbus,Frozenfood,40,Bo,91,13,1454.26,467.78,3,9.032670807,111.8661538,450
3988,186,Jersey,Alcohol,40,Bo,94,21,1517.57,607.81,2,8.158978495,72.2652381,384
3990,150,Columbus,Shoes,38,Nilima,62,11,1283.58,638.66,3,8.5572,116.6890909,712
3991,282,Orlando,Frozenfood,53,Bo,115,24,1674.31,825.29,3,5.937269504,69.76291667,924
3992,176,Seattle,Frozenfood,37,Bo,83,23,1453.74,699.99,1,8.259886364,63.20608696,967
3993,21,ColoradoSprings,Bakery,12,Veina,14,11,694.42,312.85,4,33.06761905,63.12909091,614
3994,154,Honolulu,Shoes,40,Nilima,89,22,1452.35,528,7,9.430844156,66.01590909,470
3995,176,Boston,Shoes,47,Bo,102,11,1294.25,495.85,7,7.353693182,117.6590909,259
3997,156,ColoradoSprings,Shoes,41,Bo,79,20,1273.71,695.47,5,8.164807692,63.6855,768
3998,16,Honolulu,Clothes,12,Veina,12,4,632.29,409.86,54,39.518125,158.0725,650
4000,28,Orlando,Pets,14,Veina,21,6,874.58,632.75,13,31.235,145.7633333,849
4001,112,Jersey,Alcohol,39,Bo,69,17,1228.89,486.27,2,10.97223214,72.28764706,562
4002,61,ColoradoSprings,Shoes,25,Bo,36,16,874.67,274.75,6,14.33885246,54.666875,710
4003,21,Honolulu,Shoes,14,Veina,19,8,643.27,454.46,5,30.63190476,80.40875,653
4005,79,Boston,Alcohol,24,Bo,51,19,1083.72,654.31,8,13.71797468,57.03789474,859
4006,29,ColoradoSprings,Shoes,19,Nilima,21,7,987.48,215.44,4,34.05103448,141.0685714,421
4007,42,Columbus,Clothes,18,Veina,28,5,910.27,580.81,2,21.67309524,182.054,674
4009,465,Columbus,Baby,45,Bo,144,46,1861.36,813.92,4,4.002924731,40.46434783,782
4010,107,ColoradoSprings,Alcohol,24,Veina,45,35,1202.81,521.98,1,11.24121495,34.366,521
4011,48,Boston,Alcohol,18,Bo,36,6,941.6,629.36,16,19.61666667,156.9333333,606
4012,110,Boston,Baby,34,Bo,70,5,1403.6,631.28,3,12.76,280.72,617
4013,32,Columbus,Bakery,17,Veina,25,14,920.98,581.41,2,28.780625,65.78428571,697
4014,43,Orlando,Baby,18,Veina,33,3,852.82,460.73,7,19.83302326,284.2733333,649
4015,28,ColoradoSprings,Baby,12,Bo,19,7,724.72,303.55,6,25.88285714,103.5314286,691
4016,147,Honolulu,Frozenfood,37,Bo,43,12,1233.09,618.72,7,8.388367347,102.7575,824
4017,70,Orlando,Shoes,25,Bo,46,15,935.51,641.72,5,13.36442857,62.36733333,893
4018,297,ColoradoSprings,Alcohol,42,Bo,74,27,1467.81,739.99,1,4.942121212,54.36333333,681
4019,221,Jersey,Pets,53,Bo,86,15,1491.53,720.98,4,6.749004525,99.43533333,704
4020,136,ColoradoSprings,Alcohol,33,Bo,62,25,1196.83,445.96,1,8.800220588,47.8732,748
4021,37,Boston,Packagedfood,22,Nilima,29,6,801.5,363.02,8,21.66216216,133.5833333,689
4022,73,Denver,Packagedfood,23,Bo,46,16,918.07,554.03,12,12.57630137,57.379375,688
4023,113,SanDiego,Freshfood,32,Bo,47,10,1138.57,478.74,12,10.07584071,113.857,634
4024,19,Columbus,Baby,10,Veina,13,3,818.28,558.7,12,43.06736842,272.76,663
4025,112,Seattle,Bakery,37,Bo,71,23,1195.03,488.32,1,10.66991071,51.95782609,742
4026,223,Seattle,Baby,48,Bo,100,26,1493.41,723.65,4,6.69690583,57.43884615,624
4027,141,Seattle,Baby,35,Bo,69,11,1313.02,666.42,7,9.312198582,119.3654545,700
4028,125,Seattle,Bakery,41,Bo,84,20,1336.33,452.76,10,10.69064,66.8165,556
4029,511,Boston,Frozenfood,55,Bo,205,33,1987.46,892.51,4,3.889354207,60.22606061,610
4030,53,Boston,Baby,26,Bo,34,5,1013.23,358.77,29,19.11754717,202.646,584
4031,150,Honolulu,Packagedfood,34,Bo,77,20,1158.87,532.37,3,7.7258,57.9435,707
4032,285,Boston,Alcohol,49,Bo,113,16,1390.24,708.83,1,4.878035088,86.89,725
4033,239,Honolulu,Frozenfood,53,Bo,121,25,1546.65,643.53,1,6.471338912,61.866,552
4035,340,Boston,Frozenfood,58,Nilima,161,13,1625.94,769.92,2,4.782176471,125.0723077,632
4036,99,Honolulu,Beverages,40,Bo,62,10,1129.71,643.59,2,11.41121212,112.971,878
4037,130,Orlando,Frozenfood,33,Veina,61,27,1069.88,470.75,5,8.229846154,39.62518519,591
4038,69,ColoradoSprings,Freshfood,31,Bo,31,13,968.12,539.73,2,14.03072464,74.47076923,614
4039,194,Boston,Frozenfood,44,Bo,105,31,1410.96,683.06,1,7.272989691,45.51483871,541
4040,379,Seattle,Frozenfood,48,Nilima,129,24,1727.1,878.27,3,4.556992084,71.9625,772
4041,64,Jersey,Packagedfood,24,Bo,46,3,1036.51,410.95,1,16.19546875,345.5033333,393
4042,828,Boston,Shoes,65,Bo,292,74,2289.49,1088.24,1,2.765084541,30.93905405,504
4043,322,Orlando,Baby,51,Bo,123,42,1526.26,835.54,4,4.739937888,36.33952381,797
4044,216,Boston,Alcohol,48,Medeia,92,23,1477.15,776.87,2,6.838657407,64.22391304,760
4045,432,Boston,Shoes,55,Bo,189,43,1985.5,696.42,1,4.596064815,46.1744186,539
4046,265,Seattle,Clothes,45,Bo,92,26,1487.04,709.95,4,5.611471698,57.19384615,531
4047,242,Seattle,Alcohol,56,Bo,117,25,1590.99,893.78,2,6.574338843,63.6396,627
4048,201,Boston,Frozenfood,42,Bo,99,25,1366.5,581.58,4,6.798507463,54.66,642
4049,207,Jersey,Frozenfood,46,Medeia,106,19,1477.34,723.97,9,7.136908213,77.75473684,818
4050,252,Denver,Packagedfood,45,Bo,104,11,1372.74,445.42,3,5.447380952,124.7945455,343
4051,233,Boston,Alcohol,39,Medeia,125,29,1410.54,660.69,2,6.053819742,48.63931034,685
4052,295,Honolulu,Freshfood,43,Nilima,107,25,1464.51,704.54,2,4.964440678,58.5804,824
4053,186,ColoradoSprings,Alcohol,35,Bo,84,27,1262.2,569.78,3,6.786021505,46.74814815,659
4054,190,Seattle,Baby,38,Veina,69,56,1563.83,918.17,1,8.230684211,27.92553571,787
4055,164,Seattle,Shoes,41,Nilima,76,13,1298.08,582.81,7,7.915121951,99.85230769,783
4056,253,Orlando,Baby,46,Nilima,85,20,1538.14,676.91,7,6.079604743,76.907,657
4057,52,Boston,Pets,24,Bo,31,9,869.97,362.28,8,16.73019231,96.66333333,542
4058,85,ColoradoSprings,Frozenfood,40,Bo,40,13,1137.93,640.87,8,13.38741176,87.53307692,836
4060,329,Seattle,Clothes,48,Bo,148,35,1813.9,860.84,2,5.51337386,51.82571429,585
4061,175,Orlando,Baby,41,Veina,79,12,1343.57,471.15,27,7.677542857,111.9641667,546
4062,67,Columbus,Frozenfood,26,Veina,33,22,1191.22,501.73,2,17.77940299,54.14636364,522
4063,61,Columbus,Bakery,25,Veina,38,16,1103.13,774.18,1,18.08409836,68.945625,948
4064,139,ColoradoSprings,Frozenfood,43,Medeia,68,19,1255.57,722.99,5,9.032877698,66.08263158,833
4065,27,Columbus,Baby,15,Bo,15,11,663.64,480.08,4,24.57925926,60.33090909,782
4066,111,Columbus,Clothes,28,Bo,64,12,1155.15,561.11,1,10.40675676,96.2625,469
4067,78,Honolulu,Frozenfood,18,Alekto,30,15,883.12,415.84,15,11.32205128,58.87466667,658
4068,58,Boston,Shoes,28,Bo,36,7,901.18,419.44,35,15.53758621,128.74,595
4069,171,Honolulu,Shoes,31,Bo,74,28,1315.91,605.67,3,7.695380117,46.99678571,599
4070,21,Columbus,Alcohol,13,Veina,17,6,642.95,168.57,9,30.61666667,107.1583333,305
4071,64,Columbus,Shoes,29,Bo,34,6,1021.29,437.71,7,15.95765625,170.215,493
4072,216,Denver,Alcohol,45,Bo,97,34,1462.12,470.79,4,6.769074074,43.00352941,491
4073,207,Columbus,Pets,42,Bo,87,14,1429.39,568.05,4,6.9052657,102.0992857,663
4074,66,Orlando,Alcohol,33,Bo,45,12,987.67,505.92,3,14.96469697,82.30583333,788
4075,298,Seattle,Baby,41,Nilima,74,19,1630.9,704.73,3,5.472818792,85.83684211,669
4076,175,Seattle,Alcohol,42,Nilima,93,12,1528.46,465.3,14,8.734057143,127.3716667,218
4077,24,Boston,Baby,8,Veina,14,7,790.13,424.01,7,32.92208333,112.8757143,548
4078,88,Honolulu,Beverages,34,Bo,58,10,1269.51,683.33,17,14.42625,126.951,837
4079,316,Jersey,Baby,51,Bo,116,19,1727.34,858.1,3,5.466265823,90.91263158,730
4080,80,SanDiego,Frozenfood,31,Bo,59,8,1108.15,606.79,14,13.851875,138.51875,823
4081,148,Seattle,Baby,36,Bo,68,11,1480.38,533.25,4,10.00256757,134.58,414
4082,175,Honolulu,Shoes,46,Bo,95,14,1400.05,403.59,5,8.000285714,100.0035714,502
4083,105,Seattle,Shoes,31,Bo,51,45,1320.55,643.73,1,12.57666667,29.34555556,703
4084,57,Seattle,Baby,21,Veina,38,16,953.27,168.57,2,16.72403509,59.579375,278
4085,190,Boston,Clothes,34,Bo,75,5,1470.95,792.62,38,7.741842105,294.19,682
4086,208,Jersey,Packagedfood,38,Veina,128,14,1512.86,842.95,6,7.273365385,108.0614286,779
4087,109,Denver,Alcohol,33,Bo,69,10,1187.06,333.91,3,10.89045872,118.706,345
4088,3,Seattle,Alcohol,3,Veina,3,2,426.33,246.35,69,142.11,213.165,612
4089,579,Seattle,Alcohol,64,Bo,214,42,1968.53,683.41,2,3.399879102,46.8697619,500
4090,332,ColoradoSprings,Shoes,54,Bo,147,28,1693.34,836.36,1,5.100421687,60.47642857,553
4091,227,Columbus,Packagedfood,44,Bo,109,18,1557.31,702.97,2,6.860396476,86.51722222,414
4092,209,Jersey,Baby,34,Bo,99,21,1524.26,689.8,4,7.293110048,72.58380952,709
4093,161,Boston,Alcohol,39,Bo,78,13,1329.72,398.22,31,8.259130435,102.2861538,366
4094,265,Seattle,Frozenfood,42,Bo,101,39,1585.12,845.37,2,5.981584906,40.64410256,714
4095,208,Orlando,Baby,44,Moone,109,13,1601.19,716.93,14,7.698028846,123.1684615,599
4096,101,Boston,Baby,36,Bo,72,15,1209.79,717.83,20,11.97811881,80.65266667,847
4097,87,Jersey,Alcohol,28,Nilima,43,14,1029.56,522.93,2,11.83402299,73.54,739
4098,293,SanDiego,Frozenfood,44,Bo,101,18,1610.75,757.09,2,5.497440273,89.48611111,735
4099,181,Seattle,Alcohol,35,Bo,75,28,1125.07,350.91,2,6.215856354,40.18107143,414
4100,256,Boston,Frozenfood,55,Bo,126,21,1491.89,424.99,11,5.827695313,71.04238095,454
4101,21,Boston,Packagedfood,12,Bo,16,5,596.23,469.29,1,28.39190476,119.246,735
4102,325,Columbus,Shoes,48,Bo,131,63,1521.68,616.45,1,4.682092308,24.15365079,621
4103,241,ColoradoSprings,Alcohol,48,Bo,125,28,1370.24,717.04,1,5.685643154,48.93714286,750
4104,290,Jersey,Alcohol,45,Bo,101,38,1563.25,709.23,4,5.390517241,41.13815789,764
4105,19,Boston,Bakery,8,Veina,13,9,814.55,320.66,1,42.87105263,90.50555556,456
4107,122,Boston,Alcohol,31,Nilima,63,30,1392.13,632.61,5,11.41090164,46.40433333,588
4108,451,Jersey,Alcohol,56,Bo,199,49,1870.66,746.7,2,4.147804878,38.17673469,594
4109,41,Boston,Bakery,20,Bo,32,12,933.67,399.29,4,22.77243902,77.80583333,552
4110,26,Seattle,Alcohol,14,Veina,23,4,670.61,730.78,1,25.79269231,167.6525,992
4111,446,Denver,Alcohol,51,Bo,154,29,1675.59,784.08,7,3.756928251,57.77896552,652
4112,367,Seattle,Frozenfood,54,Bo,166,29,1917.42,797.59,6,5.224577657,66.11793103,512
4113,211,Columbus,Baby,48,Bo,87,43,1282.38,759.3,2,6.077630332,29.8227907,668
4114,399,Seattle,Alcohol,57,Bo,140,16,1782.02,742.03,2,4.466215539,111.37625,510
4115,451,Honolulu,Baby,53,Bo,170,63,1889.55,861.92,1,4.189689579,29.99285714,587
4116,176,Denver,Packagedfood,40,Bo,95,28,1327.81,618.96,2,7.544375,47.42178571,834
4117,360,ColoradoSprings,Shoes,51,Bo,146,57,1664.8,712,1,4.624444444,29.20701754,670
4118,20,Columbus,Shoes,14,Bo,9,3,499.16,283.85,3,24.958,166.3866667,373
4119,146,Boston,Baby,40,Bo,96,9,1335.32,579.31,6,9.146027397,148.3688889,639
4120,366,Seattle,Baby,50,Nilima,132,39,1615.26,764.22,1,4.413278689,41.41692308,700
4121,89,Boston,Alcohol,33,Bo,58,8,1102.84,613.58,39,12.39146067,137.855,839
4122,128,Seattle,Shoes,38,Bo,70,10,1130.77,646.78,1,8.834140625,113.077,802
4123,135,Orlando,Frozenfood,33,Medeia,71,11,1281.67,650.48,6,9.493851852,116.5154545,670
4124,149,Orlando,Pets,40,Bo,66,23,1125.26,416.84,2,7.552080537,48.92434783,508
4125,94,Columbus,Baby,26,Bo,48,31,1033.22,470.58,2,10.99170213,33.32967742,550
4126,228,Honolulu,Shoes,57,Nilima,101,22,1566.45,673.29,3,6.870394737,71.20227273,814
4127,109,Columbus,Alcohol,36,Bo,64,16,1172.13,640.7,3,10.75348624,73.258125,882
4128,253,Denver,Frozenfood,48,Bo,115,23,1784.75,681.27,5,7.054347826,77.59782609,324
4129,165,Orlando,Alcohol,35,Nilima,75,27,1324.54,448.56,3,8.027515152,49.05703704,360
4130,61,Seattle,Bakery,24,Bo,31,9,1156.01,557.85,4,18.95098361,128.4455556,706
4131,228,Denver,Baby,40,Bo,86,20,1260.59,614.24,1,5.528903509,63.0295,540
4132,115,Seattle,Shoes,32,Nilima,59,14,1157.95,461.2,1,10.06913043,82.71071429,535
4133,104,Boston,Alcohol,30,Nilima,61,13,1109.48,469.69,6,10.66807692,85.34461538,506
4134,140,Seattle,Baby,30,Veina,63,20,1227.33,531.34,8,8.766642857,61.3665,423
4135,40,Boston,Baby,21,Bo,29,7,893.62,769.92,1,22.3405,127.66,1035
4136,110,ColoradoSprings,Freshfood,30,Bo,46,14,1236.7,529.23,6,11.24272727,88.33571429,756
4137,82,Boston,Packagedfood,26,Veina,48,15,962.31,496.87,19,11.7354878,64.154,692
4138,363,Columbus,Alcohol,55,Bo,115,21,1692.26,818.43,3,4.661873278,80.58380952,674
4139,122,Columbus,Frozenfood,39,Bo,99,16,1352.58,569.22,13,11.08672131,84.53625,597
4140,82,Columbus,Alcohol,23,Veina,41,23,1250.39,634.45,1,15.24865854,54.36478261,786
4141,125,Denver,Clothes,38,Bo,62,6,1194.02,478.95,7,9.55216,199.0033333,623
4142,145,Seattle,Shoes,20,Veina,33,41,1172.57,547.99,4,8.086689655,28.59926829,590
4143,139,Columbus,Shoes,35,Bo,68,26,1315.07,696.9,3,9.460935252,50.57961538,837
4144,188,SanDiego,Alcohol,34,Bo,57,24,1636.71,861.57,4,8.705904255,68.19625,849
4145,273,Seattle,Shoes,45,Bo,131,25,1887.01,778.32,4,6.912124542,75.4804,262
4146,136,ColoradoSprings,Baby,42,Bo,80,11,1171.04,316.22,2,8.610588235,106.4581818,259
4147,36,Jersey,Frozenfood,21,Moone,30,4,730.81,406.72,44,20.30027778,182.7025,760
4148,28,Columbus,Clothes,12,Veina,23,11,726.15,100,21,25.93392857,66.01363636,162
4149,194,Seattle,Bakery,47,Bo,103,9,1611.96,703.22,2,8.309072165,179.1066667,630
4150,235,SanDiego,Alcohol,48,Bo,111,9,1556.3,721.86,7,6.622553191,172.9222222,583
4151,160,Boston,Frozenfood,34,Bo,79,10,1323.92,655.01,7,8.2745,132.392,781
4152,51,Orlando,Frozenfood,21,Bo,33,6,937.15,483.7,3,18.3754902,156.1916667,601
4153,472,Boston,Baby,51,Bo,132,35,1859.62,898.09,3,3.939872881,53.132,804
4154,111,Boston,Shoes,32,Nilima,70,13,990.54,612.99,1,8.923783784,76.19538462,763
4155,316,SanDiego,Bakery,37,Nilima,127,34,1873.42,815.6,2,5.928544304,55.10058824,613
4157,46,Boston,Baby,29,Nilima,39,8,898.34,508.87,20,19.52913043,112.2925,762
4161,30,Boston,Alcohol,10,Nilima,15,9,567.91,324.15,3,18.93033333,63.10111111,558
4162,139,Seattle,Shoes,36,Bo,68,14,1147.34,571.48,3,8.254244604,81.95285714,676
4163,353,Seattle,Baby,55,Bo,133,40,2005.77,858.72,1,5.682067989,50.14425,700
4164,275,Columbus,Baby,52,Bo,139,26,1491.74,791.61,2,5.424509091,57.37461538,742
4165,359,Orlando,Alcohol,46,Bo,138,23,1647.19,793.91,7,4.588272981,71.61695652,865
4166,56,Boston,Alcohol,22,Nilima,30,11,910.92,377.2,5,16.26642857,82.81090909,556
4167,64,Seattle,Bakery,23,Bo,49,7,1073.33,559.41,14,16.77078125,153.3328571,695
4168,268,Boston,Alcohol,48,Bo,127,26,1501.47,689.82,1,5.6025,57.74884615,842
4169,118,Columbus,Alcohol,33,Nilima,65,24,1028.86,582.48,3,8.719152542,42.86916667,587
4171,159,Boston,Shoes,37,Veina,87,18,1407.74,574.62,7,8.853710692,78.20777778,544
4172,142,ColoradoSprings,Packagedfood,37,Bo,84,7,1294.08,669.73,20,9.113239437,184.8685714,588
4173,483,Denver,Frozenfood,56,Bo,168,23,2006.42,906.93,3,4.154078675,87.23565217,674
4174,112,Seattle,Shoes,35,Medeia,62,8,1342.92,598.24,2,11.99035714,167.865,465
4175,126,Seattle,Alcohol,31,Bo,63,14,1219.41,431.93,7,9.677857143,87.10071429,458
4176,77,Jersey,Frozenfood,26,Katram,47,13,1058.3,458.03,20,13.74415584,81.40769231,589
4177,274,Jersey,Bakery,45,Nilima,118,15,1545.28,467.84,3,5.639708029,103.0186667,451
4178,229,Seattle,Beverages,42,Bo,144,22,1716.56,1023.09,1,7.495895197,78.02545455,816
