"","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"92471","Fountain","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","(1938)","(0)","(Male)","1980","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1369.2007","Video","Media and Performance Art","2007-12-10","Y",114714,"http://www.moma.org/collection/works/114714","http://www.moma.org/media/W1siZiIsIjE0NjQyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c4e741aadfbaff1",NA,NA,NA,NA,NA,NA,NA,NA,120
"68423","Peopling the Land (Peuplement des terres)","Jean Dubuffet","1633","(French, 1901–1985)","(French)","(1901)","(1985)","(Male)","1953","Lithograph","composition: 25 7/8 x 19 7/8"" (65.7 x 50.5 cm); sheet: 30 3/16 x 22"" (76.6 x 55.9 cm)","Gift of Mr. and Mrs. Ralph F. Colin","702.1965","Print","Prints & Illustrated Books","1965-11-09","Y",73261,"http://www.moma.org/collection/works/73261","http://www.moma.org/media/W1siZiIsIjIyMDQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1df82dc73610e61f",NA,NA,NA,65.7,NA,NA,50.5,NA,NA
"121917","A Child’s Introduction to the Wonders of Space","Rachel Reichman","46849","(American, born 1958)","(American)","(1958)","(0)","(Female)","1979","16mm film (black and white, sound)","12 min.","Gift of the Artist","815864","Film","Film","2014-10-07","Y",186782,"http://www.moma.org/collection/works/186782","http://www.moma.org/media/W1siZiIsIjM0MjUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43363d68a9fa567e",NA,NA,NA,NA,NA,NA,NA,NA,720
"5522","1 May 1980, 1er mai 1980, 1 maggio 1980","Hans Gantert","7427","(German, born 1934)","(German)","(1934)","(0)","(Male)","1980","Offset lithograph","50 1/2 x 35 7/16"" (128.2 x 90 cm)","Gift of Leonard A. Lauder","415.1994","Design","Architecture & Design","1994-09-21","Y",6655,"http://www.moma.org/collection/works/6655","http://www.moma.org/media/W1siZiIsIjY1MTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=33cf2337d86eb82b",NA,NA,NA,128.2,NA,NA,90,NA,NA
"21437","THE FOX AND THE BILLY-GOAT (plate 31, 1st supplementary suite) from FABLES","Marc Chagall","1055","(French, born Belarus. 1887–1985)","(French)","(1887)","(1985)","(Male)","1927-1952","Etching and engraving over photogravure, printed in black","plate  11 3/4 x 9 5/8"" (29.9 x 24.4 cm)","The Louis E. Stern Collection","755.1964.C31","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",22808,NA,NA,NA,NA,NA,29.9,NA,NA,24.4,NA,NA
"69362","Shore of Rockland Lake","Arthur B. Davies","1402","(American, 1862–1928)","(American)","(1862)","(1928)","(Male)","1924","Lithograph","composition: 10 3/8 x 16 7/16"" (26.3 x 41.8cm)","Gift of Abby Aldrich Rockefeller","833.1940","Print","Prints & Illustrated Books","1940-04-05","Y",74368,"http://www.moma.org/collection/works/74368","http://www.moma.org/media/W1siZiIsIjI2MjUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cb357b4638c36e6",NA,NA,NA,26.3,NA,NA,41.8,NA,NA
"63874","Untitled","Zarina","6549","(American, born India 1937)","(American)","(1937)","(0)","(Female)","1971","Relief print","sheet: 29 15/16 x 20 1/4"" (76.0 x 51.4 cm); comp (irreg.): 29 7/8 x 19"" (75.3 x 48.2 cm)","Gift of Alexandra C. Anderson","387.1974","Print","Prints & Illustrated Books","1974-09-11","Y",68266,"http://www.moma.org/collection/works/68266","http://www.moma.org/media/W1siZiIsIjI3OTM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3a572879ce21b17",NA,NA,NA,75.3,NA,NA,48.2,NA,NA
"8115","Plate (page 56) from PARADISE GARDEN","Sidney Nolan","4325","(Australian, 1917–1992)","(Australian)","(1917)","(1992)","(Male)","1971",NA,"composition  9 11/16 x 7 15/16"" (24.6 x 20.3 cm)","Gift of the artist","17.1972.26","Illustrated Book","Prints & Illustrated Books","1972-02-07","N",9265,NA,NA,NA,NA,NA,24.6,NA,NA,20.3,NA,NA
"70930","Day + Night VII from Day and Night: Homage to the Square","Josef Albers","97","(American, born Germany. 1888–1976)","(American)","(1888)","(1976)","(Male)","1963","One from a portfolio of ten lithographs","composition: 15 11/16 x 15 5/8"" (39.9 x 39.7 cm); sheet: 18 7/8 x 20 7/16"" (47.9 x 51.9 cm)","Gift of Kleiner, Bell & Co.","1205.1967.7","Print","Prints & Illustrated Books","1969-12-04","Y",76054,"http://www.moma.org/collection/works/76054","http://www.moma.org/media/W1siZiIsIjE5NTcwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b16e92b47518218b",NA,NA,NA,39.9,NA,NA,39.7,NA,NA
"81635","Zhar-ptitsa, no. 2","Léon Bakst, Ivan Bilibin, Leonid Brailovskii, Sergei Chekhonin, L. E. Chirikov, Natalia Goncharova, Boris Grigor'ev, Boris Kustodiev, Mikhail Larionov, Georgi Shlikht","300, 23753, 23754, 14602, 23755, 2229, 14632, 23756, 3389, 23757","(Russian, 1866–1924) (Russian, 1881–1962) (Russian, 1881–1964)","(Russian) () () () () (Russian) () () (Russian) ()","(1866) (0) (0) (0) (0) (1881) (0) (0) (1881) (0)","(1924) (0) (0) (0) (0) (1962) (0) (0) (1964) (0)","(Male) (Male) (Male) (Male) () (Female) (Male) (Male) (Male) (Male)","1921-1926",NA,"Page (various): 12 5/8 x 9 5/8"" (32 x 24.4 cm)","Gift of The Judith Rothschild Foundation","858.2001.B","Illustrated Book","Prints & Illustrated Books","2001-01-24","N",91353,NA,NA,NA,NA,NA,32,NA,NA,24.4,NA,NA
"87987","Untitled (page from Sump)","Jerome Neuner","25520","(American, born 1945)","(American)","(1945)","(0)","(Male)","1994","Page with chromogenic color print and text","12 x 9 1/2"" (30.5 x 24.1 cm)","E.T. Harmax Foundation Fund","415.2006.59","Photograph","Photography","2006-05-11","N",103368,NA,NA,NA,NA,NA,30.4801,NA,NA,24.13,NA,NA
"40873","CYTISE ÉBÉNIER","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1922","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.742","Photograph","Photography","1968-03-06","N",43580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64498","HISTORY OF CRIME from the portfolio CRIME BY CUEVAS","José Luis Cuevas","1325","(Mexican, born 1934)","(Mexican)","(1934)","(0)","(Male)","1968","Lithograph, printed in color","composition  21 1/4 x 29 3/16"" (54 x 74.1 cm)
sheet  21 15/16 x 29 15/16"" (55.7 x 76 cm)","Inter-American Fund","427.1969.2","Print","Prints & Illustrated Books","1969-05-22","N",68946,NA,NA,NA,NA,NA,54,NA,NA,74.1,NA,NA
"74479","Three Panels: Orange, Dark Gray, Green","Ellsworth Kelly","3048","(American, 1923–2015)","(American)","(1923)","(2015)","(Male)","1986","Oil on canvas, three panels","Overall 9' 8"" x 34' 4 1/2"" (294.6 x 1047.7 cm)","Gift of Douglas S. Cramer Foundation","776.1995.a-c","Painting","Painting & Sculpture","1995-12-12","Y",80342,"http://www.moma.org/collection/works/80342","http://www.moma.org/media/W1siZiIsIjIxMTg5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f88678a932649c6",NA,NA,NA,265.4,NA,NA,238.8,NA,NA
"40120","Hôtel de Châteaubriand,120 rue du Bac","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1901-02","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.4503","Photograph","Photography","1968-03-06","N",42772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114054","My Dad is 100 Years Old","Guy Maddin","36008","(Canadian, born 1956)","(Canadian)","(1956)","(0)","(Male)","2005","35mm film (black and white and color, sound)","17 min.","Purchase from Zeitgeist Films, 2006 and 2015. Gift of IFC Films, 2008","66176","Film","Film","2006-05-01","Y",166056,"http://www.moma.org/collection/works/166056","http://www.moma.org/media/W1siZiIsIjMyMzA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b610a820ecef6fa9",NA,NA,NA,NA,NA,NA,NA,NA,1020
"124271","Writer and Theater Critic [Theodor Haerten]","August Sander","5145","(German, 1876–1964)","(German)","(1876)","(1964)","(Male)","1928","Gelatin silver print","10 3/16 x 7 3/8"" (25.8 x 18.7 cm)","Acquired through the generosity of the family of August Sander","472.2015.384","Photograph","Photography","2015-05-28","Y",194016,"http://www.moma.org/collection/works/194016","http://www.moma.org/media/W1siZiIsIjMzMTk3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3993bc1582d07fa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68693","Waters, Stones, Sand (Eaux, Pierres, Sable) from Phenomena (Les Phénomènes)","Jean Dubuffet","1633","(French, 1901–1985)","(French)","(1901)","(1985)","(Male)","1959","Portfolio of eighteen lithographs","composition (see child records): dimensions vary; sheet (each approx.): 25 x 17 11/16"" (63.5 x 45 cm)","Gift of Mr. and Mrs. Ralph F. Colin","731.1965.1-18","Print","Prints & Illustrated Books","1965-11-09","Y",73587,"http://www.moma.org/collection/works/73587","http://www.moma.org/media/W1siZiIsIjI1NzAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bc9a80a7edaca58",NA,NA,NA,63.5,NA,NA,45,NA,NA
"60378","Untitled","Jean Signovert","5423","(French, 1919–1981)","(French)","(1919)","(1981)","(Male)","n.d.","Etching and aquatint",NA,"Gift of William S. Lieberman","207.1986","Print","Prints & Illustrated Books","1986-05-20","Y",64396,"http://www.moma.org/collection/works/64396","http://www.moma.org/media/W1siZiIsIjI0NjMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=733cfef43dc6b09a",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74034","Nasielk III","Frank Stella","5640","(American, born 1936)","(American)","(1936)","(0)","(Male)","1972","Synthetic polymer paint and felt on corrugated cardboard","9' 1 3/4"" x 7' 5 1/2"" (278.7 x 227.3 cm)","Gift of Philip Johnson","432.1981","Painting","Painting & Sculpture","1981-11-17","Y",79699,"http://www.moma.org/collection/works/79699",NA,NA,NA,NA,278.8,NA,NA,227.3,NA,NA
"27450","In-text plate and initial J (page 34) from LETTRES","Henri Matisse","3832","(French, 1869–1954)","(French)","(1869)","(1954)","(Male)","1945-1946",NA,"irreg. composition  8 7/16 x 7 3/8"" (21.4 x 18.8 cm)","The Louis E. Stern Collection","936.1964.23","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",28823,NA,NA,NA,NA,NA,21.4,NA,NA,18.8,NA,NA
"56583","Hair Box (for Parkett no. 23)","Richard Artschwager","19","(American, 1923–2013)","(American)","(1923)","(2013)","(Male)","1990","Multiple of rubber, paint, and wood","composition  10 x 15 x 5"" (26 x 38 x 13 cm)","Riva Castleman Endowment Fund, Lily Auchincloss Fund, and Gift of Parkett","22.1998.1","Multiple","Prints & Illustrated Books","1998-03-05","Y",60276,"http://www.moma.org/collection/works/60276","http://www.moma.org/media/W1siZiIsIjIyNzI4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37800f3c196ee844",NA,13,NA,26,NA,NA,38,NA,NA
"40438","HÔTEL DE CAMUS. RUE DES FRANCS-BOURGEOIS 54","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1901","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.4814","Photograph","Photography","1968-03-06","N",43117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72003","FLIGHT","James Strombotne","5695","(American, born 1934)","(American)","(1934)","(0)","(Male)","(May 21-26) 1965","Lithograph, printed in black","irreg composition  20 15/16 x 28 5/16"" (53.3 x 72 cm)
sheet  22 1/4 x 30"" (56.5 x 76.2 cm)","Gift of Kleiner, Bell & Co.","1579.1967","Print","Prints & Illustrated Books","1969-12-04","N",77218,NA,NA,NA,NA,NA,53.3,NA,NA,72,NA,NA
"69071","Cornelia's Bird","June Wayne","6271","(American, 1918–2011)","(American)","(1918)","(2011)","(Female)","(September 8) 1960","Lithograph","composition  22 3/16 x 30 1/8"" (56.4 x 76.5 cm)
sheet  22 3/16 x 30 1/8"" (56.4 x 76.5 cm)","Gift of Kleiner, Bell & Co.","777.1967","Print","Prints & Illustrated Books","1969-12-04","Y",74008,"http://www.moma.org/collection/works/74008",NA,NA,NA,NA,56.4,NA,NA,76.5,NA,NA
"96265","No (1)","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1992-1993","Photogravure",".1: plate: 21 x 38 3/8"" (53.3 x 97.5 cm); sheet: 29 3/4 x 40 3/4"" (75.6 x 103.5 cm)
.x1: plate: 20 7/8 x 38 3/8"" (53 x 97.5 cm); sheet: 25 3/16 x 40 5/8"" (64 x 103.2 cm)
.x2: plate: 20 7/8 x 38 3/8"" (53 x 97.5 cm); sheet: 30 13/16 x 43 15/16"" (78.3 x 111.6 cm)","Gift of the artist","5.2009","Print","Prints & Illustrated Books","2009-01-13","N",126138,NA,NA,NA,NA,NA,53.3401066802,NA,NA,97.4726949454,NA,NA
"99522","Untitled #185","José Antonio Suárez Londoño","26770","(Colombian, born 1955)","(Colombian)","(1955)","(0)","(Male)","2000","Etching","plate: 5 3/4 x 4 5/8"" (14.6 x 11.8 cm); sheet: 11 1/16 x 7 1/2"" (28.1 x 19 cm)","Gift of the artist through the Latin American and Caribbean Fund","1577.2009","Print","Prints & Illustrated Books","2009-11-17","Y",133149,"http://www.moma.org/collection/works/133149","http://www.moma.org/media/W1siZiIsIjE5MTQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=abdf99427d7b55b8",NA,NA,NA,14.6,NA,NA,11.8,NA,NA
"36837","Avenue des Gobelins","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1926–27","Gelatin silver printing-out-paper print","9 x 7"" (22.8 x 17.8 cm)","Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.1545","Photograph","Photography","1968-03-06","Y",39486,"http://www.moma.org/collection/works/39486","http://www.moma.org/media/W1siZiIsIjE0OTE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bc73996e17580944",NA,NA,NA,22.8,NA,NA,17.8,NA,NA
"50648","STRUCTURE IN WOOD NUMBER 1","Yoshio Watanabe","6256","(Japanese, born 1907)","(Japanese)","(1907)","(0)","(Male)","1900-59","Gelatin silver print","11 15/16 x 10 15/16"" (30.4 x 27.8 cm)
","Gift of Nihon Keizai Shimbun","463.1959","Photograph","Photography","1959-04-22","N",53713,NA,NA,NA,NA,NA,30.4,NA,NA,27.8,NA,NA
"32663","Untitled from Cuban Sketch Book","Jules Pascin","4514","(American, born Bulgaria. 1885–1930)","(American)","(1885)","(1930)","(Male)","(c. 1914-20)","Conté crayon and pencil on paper","5 1/8 x 7 7/8"" (13 x 20.3 cm)","Gift of Abby Aldrich Rockefeller","125.1935.38","Drawing","Drawings","1935-02-27","Y",34348,"http://www.moma.org/collection/works/34348",NA,NA,NA,NA,13,NA,NA,20,NA,NA
"63860","P. Black","Josef Albers","97","(American, born Germany. 1888–1976)","(American)","(1888)","(1976)","(Male)","1971","Screenprint","composition  20 x 20"" (50.8 x 50.8 cm)
sheet  28 7/16 x 20 15/16"" (72.2 x 53.2 cm)","Gift of Dr. Joseph I. Singer","386.1975","Print","Prints & Illustrated Books","1976-01-08","Y",68252,"http://www.moma.org/collection/works/68252","http://www.moma.org/media/W1siZiIsIjE5NzI5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=09656df849d70dae",NA,NA,NA,50.8,NA,NA,50.8,NA,NA
"69224","""EARTH"" from the series THE CREATION (RAINBOW)","Jim Dine","1547","(American, born 1935)","(American)","(1935)","(0)","(Male)","1965","Lithograph",NA,"Gift of Mr. and Mrs. Albert A. List","803.1965.2","Print","Prints & Illustrated Books","1965-11-09","N",74190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63908","Danger of Mexico (Amenaza sobre México)","Leopoldo Méndez","3923","(Mexican, 1902–1969)","(Mexican)","(1902)","(1969)","(Male)","1945","Wood engraving","Sheet 16 1/8 x 13"" (41.0 x 33.1 cm) Comp. 11 15/16 x 6 7/8"" (30.3 x 17.5 cm)","Gift of Samuel A. Berger","390.1954","Print","Prints & Illustrated Books","1954-09-30","N",68300,NA,NA,NA,NA,NA,30.3,NA,NA,17.5,NA,NA
"52832","Philadelphia, Pennsylvania","Lee Friedlander","2002","(American, born 1934)","(American)","(1934)","(0)","(Male)","1968","Gelatin silver print","11 1/4 x 7 9/16"" (28.5 x 19.2 cm)","Purchase","671.2000","Photograph","Photography","2000-10-12","N",55955,NA,NA,NA,NA,NA,28.5,NA,NA,19.2,NA,NA
"15490","Plate X from IMAGES OF ÉLOGES","Helene Fesenmaier","1866","(American, 1937–2013)","(American)","(1937)","(2013)","(Female)","1979","Lithograph, printed in color with collage","irreg composition  23 1/4 x 18 5/16"" (59 x 46.6 cm)","Gift of Lily Auchincloss","410.1981.11","Illustrated Book","Prints & Illustrated Books","1981-10-22","N",16792,NA,NA,NA,NA,NA,59,NA,NA,46.6,NA,NA
"111857","Film About a Woman Who...","Yvonne Rainer","32349","(American, born 1934)","(American)","(1934)","(0)","(Female)","1976","16mm film (black and white and color, sound)","105 min.","Purchase from the Artist","8113","Film","Film","2011-05-09","Y",162075,"http://www.moma.org/collection/works/162075",NA,NA,NA,NA,NA,NA,NA,NA,NA,6300
"54533","Untitled (Billy Mann in Car)","Larry Clark","1133","(American, born 1943)","(American)","(1943)","(0)","(Male)","1963","Gelatin silver print","8 1/8 x 12 3/8"" (20.7 x 31.4 cm)","Purchase","1123.1979","Photograph","Photography","1979-12-13","N",57677,NA,NA,NA,NA,NA,20.7,NA,NA,31.4,NA,NA
"83607","The same but different","Paul Edmunds","28185","(South African, born 1970)","(South African)","(1970)","(0)","(Male)","2000","Linoleum cut","composition: 71 x 37 5/8"" (180.3 x 95.6 cm); sheet: 71 11/16 x 37 5/8"" (182.1 x 95.6 cm)","Alexandra Herzan Fund","200.2005","Print","Prints & Illustrated Books","2005-03-08","Y",95114,"http://www.moma.org/collection/works/95114","http://www.moma.org/media/W1siZiIsIjEyMDIwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a2fad8bf9e96deb",NA,NA,NA,180.3403606807,NA,NA,95.5676911354,NA,NA
"84897","Space History","Nick Mauss","28708","(American and German, born 1980)","(American)","(1980)","(0)","(Male)","2003","Oil, spray paint, felt-tip pen, and cut-and-pasted printed paper on paper","12 1/8 x 8 3/4"" (30.8 x 22.2 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift","2361.2005","Drawing","Drawings","2005-05-10","Y",96635,"http://www.moma.org/collection/works/96635","http://www.moma.org/media/W1siZiIsIjExMDQ1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb28061c67c4757c",NA,NA,NA,30.7976,NA,NA,22.225,NA,NA
"27459","In-text plate (page 45) from LETTRES","Henri Matisse","3832","(French, 1869–1954)","(French)","(1869)","(1954)","(Male)","1945-1946",NA,"irreg. composition  3 3/4 x 6 7/8"" (9.6 x 17.5 cm)","The Louis E. Stern Collection","936.1964.31","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",28832,NA,NA,NA,NA,NA,9.6,NA,NA,17.5,NA,NA
"30655","Untitled propaganda poster from the First World War [""Wilhelm's Sausage Shop""]","Il'ia Mashkov, Vladimir Mayakovsky","24029, 11904","(Russian, 1893–1930)","() (Russian)","(0) (1893)","(0) (1930)","(Female) (Male)","1914","Lithographed poster","Sheet: 21 x 28 1/16"" (53.4 x 71.2 cm)","Gift of The Judith Rothschild Foundation (Donation of Lustig Cohen)","1121.2001","Illustrated Book","Prints & Illustrated Books","2001-01-24","N",32047,NA,NA,NA,NA,NA,53.4,NA,NA,71.2,NA,NA
"68430","Colophon page from the portfolio FRAGMENTS","Garo Antreasian","198","(American, born 1922)","(American)","(1922)","(0)","(Male)","(March 1) 1961","Lithograph, printed in color","irreg. composition  13 1/8 x 14 3/8"" (33.3 x 36.5 cm)",NA,"702.1967.14","Print","Prints & Illustrated Books","1967-12-13","N",73268,NA,NA,NA,NA,NA,33.3,NA,NA,36.5,NA,NA
"28371","In-text plate (folio 14) from Poésie de mots inconnus","Alberto Magnelli","3690","(Italian, 1888–1971)","(Italian)","(1888)","(1971)","(Male)","1949","Aquatint and etching","plate (partial): 12 5/16 x 9 5/8"" (31.3 x 24.4cm); page: 12 11/16 × 9 15/16"" (32.2 × 25.3 cm)","The Louis E. Stern Collection","992.1964.14","Illustrated Book","Prints & Illustrated Books","1964-10-06","Y",29744,"http://www.moma.org/collection/works/29744","http://www.moma.org/media/W1siZiIsIjI2Njg1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58e1b87296519a35",NA,NA,NA,31.3,NA,NA,24.4,NA,NA
"102145","Contents of Biography Box","George Maciunas","21398","(American, born Lithuania. 1931–1978)","(American)","(1931)","(1978)","(Male)",NA,NA,NA,"The Gilbert and Lila Silverman Fluxus Collection Gift","FC3890","(not assigned)","Fluxus Collection","2008-10-08","N",137877,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
"60462","XI from The Temptation of Saint Antony I-XIV","Tim Rollins, K.O.S. (Kids of Survival)","19238, 5005","(American, born 1955) (founded 1982)","(American) (American)","(1955) (1982)","(0) (0)","(Male) ()","1989","One from a portfolio of fourteen aquatints on xerograph with chine collé","plate: 8 7/16 x 5 3/8"" (21.4 x 13.7 cm); sheet: 22 1/4 x 14 15/16"" (56.5 x 38 cm)","Gift of Contemporary Arts Council of The Museum of Modern Art","212.1990.11","Print","Prints & Illustrated Books","1990-05-02","Y",64495,"http://www.moma.org/collection/works/64495","http://www.moma.org/media/W1siZiIsIjIwNjIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=216fcddc47a95ffe",NA,NA,NA,21.4,NA,NA,13.7,NA,NA
"121315","Wolf House, Gubin, Poland (Elevation: second and third floors)","Ludwig Mies van der Rohe","7166","(American, born Germany. 1886–1969)","(American)","(1886)","(1969)","(Male)","1925-1927","Pencil on tracing paper","17 1/4 x 27 1/4"" (43.8 x 69.2 cm)","Mies van der Rohe Archive, gift of the architect
","MR30.89","Mies van der Rohe Archive","Architecture & Design",NA,"Y",185377,"http://www.moma.org/collection/works/185377","http://www.moma.org/media/W1siZiIsIjMyMTY2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e3346972eb29e08",NA,NA,NA,43.8150876302,NA,NA,69.2151384303,NA,NA
"46","The Manhattan Transcripts Project, New York, New York , Episode 3: The Tower (The Fall)","Bernard Tschumi","7056","(French and Swiss, born Switzerland 1944)","()","(1944)","(0)","(Male)","1979","Ink on tracing paper","48 x 24"" (121.9 x 61 cm)","Purchase and partial gift of the architect in honor of Lily Auchincloss","7.1995.8","Architecture","Architecture & Design","1995-01-17","Y",49,"http://www.moma.org/collection/works/49","http://www.moma.org/media/W1siZiIsIjMwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bbd8aacda8af72a",NA,NA,NA,121.9,NA,NA,61,NA,NA
"6992","Yale Film Festival","Joel Katz","3017","(Nationality unknown)","(Nationality unknown)","(0)","(0)","(Male)","c. 1969","Offset lithograph","34 1/2 x 22 7/8"" (87.6 x 58.2 cm)","Gift of the designer","785.1983","Design","Architecture & Design","1983-11-30","Y",8138,"http://www.moma.org/collection/works/8138",NA,NA,NA,NA,87.6,NA,NA,58.2,NA,NA
"87327","HURRICANE SERIES","Joan Jonas","2930","(American, born 1936)","(American)","(1936)","(0)","(Female)","1979","Aquatint, printed in vivid red","Composition (.3): 23 9/16 x 35 3/8"" (59.9 x 89.8 cm)
Sheet (.3): 23 9/16 x 35 3/8"" (59.9 x 89.8 cm)","Gift of Crown Point Press in celebration of its 25th anniversary","141.1987.3","Print","Prints & Illustrated Books","1987-05-14","N",101538,NA,NA,NA,NA,NA,59.9,NA,NA,89.8,NA,NA
"59824","Untitled","Per Kirkeby","3118","(Danish, born 1938)","(Danish)","(1938)","(0)","(Male)","1987","One from a series of six woodcuts","Composition (slightly irreg.): 17 5/16 x 17 13/16"" (44 x 45.3 cm)
Sheet (slightly irreg.): 27 9/16 x 25 3/8"" (70 x 64.5 cm)","Walter Bareiss Fund","178.1988","Print","Prints & Illustrated Books","1988-05-04","Y",63772,"http://www.moma.org/collection/works/63772","http://www.moma.org/media/W1siZiIsIjEwMDg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54fbb1e2c7fdc79f",NA,NA,NA,44,NA,NA,45.3,NA,NA
"113946","Museum of Cantabria, Santander, Spain","Emilio Tuñón, Luis M. Mansilla","29707, 29706","(Spanish, born 1958) (Spanish, 1959–2012)","(Spanish) (Spanish)","(1958) (1959)","(0) (2012)","(Male) (Male)","2002-2009","Print","23 3/8 x 33 1/16"" (59.4 x 84 cm)","Gift of the architects","128.2013.1-4","Architecture","Architecture & Design","2013-02-11","N",165813,NA,NA,NA,NA,NA,59.4,NA,NA,84,NA,NA
"60960","Target","Jasper Johns","2923","(American, born 1930)","(American)","(1930)","(0)","(Male)","1971","Lithograph and rubber stamp with collage additions","box composition  13 3/8 x 11 7/16 x 1 1/16"" (34 x 29 x 2.7 cm)
sheet  12 5/16 x 10"" (31.3 x 25.4 cm)","Given anonymously","241.1982","Print","Prints & Illustrated Books","1982-10-26","Y",65047,"http://www.moma.org/collection/works/65047",NA,NA,2.7,NA,34,NA,NA,29,NA,NA
